filename,prompt_token_count,iterations,successful_runs,tokens_per_second_mean,tokens_per_second_std,tokens_per_second_min,tokens_per_second_max,tokens_per_second_median,tokens_per_second_95_ci_lower,tokens_per_second_95_ci_upper,tokens_per_second_cv,response_time_mean,response_time_std,response_time_min,response_time_max,response_time_median,response_time_95_ci_lower,response_time_95_ci_upper,response_time_cv,outliers_detected,outlier_threshold,model,llm_url
extra_long_programming_code_heavy_17947t.txt,17736,5,5,31.93206921570563,5.484304421910864,22.12644267077342,34.61555326531411,34.36114109728574,25.113686927543,38.75045150386826,17.17491085486385,49.74748659133911,5.695811515862439,44.14692401885986,59.25037384033203,49.08198308944702,42.66614730584815,56.828825876830074,11.449445803467109,0,2.0,gemma-3-4b-it-GGUF,http://127.0.0.1:1234/v1/chat/completions
extra_long_repo_prompt_44396t.txt,36029,5,5,16.483317639747003,4.187699854206477,8.99247225667843,18.391366555560825,18.363035644927212,11.276943901632372,21.689691377861635,25.405685589098148,79.54386854171753,36.2983314099668,61.82248592376709,144.34295296669006,62.22253489494324,34.41583024632668,124.67190683710838,45.63309790613188,0,2.0,gemma-3-4b-it-GGUF,http://127.0.0.1:1234/v1/chat/completions
long_architecture_enterprise_1235t.txt,1214,5,5,81.36959280359238,1.472090920300013,79.01191829860987,83.04357768868702,81.53851291546549,79.5394101796232,83.19977542756156,1.8091413138238315,24.20535373687744,1.8879951869990823,21.917650938034058,27.173115730285645,23.993168115615845,21.8580965547742,26.552610918980683,7.799907439991988,0,2.0,gemma-3-4b-it-GGUF,http://127.0.0.1:1234/v1/chat/completions
long_non_programming_analysis_1330t.txt,1312,5,5,83.09087148764795,1.4661337269704608,80.47782395001695,83.89697013265888,83.63697285040212,81.26809516689619,84.9136478083997,1.7644943430258908,18.57480125427246,1.235552277514594,16.99703812599182,20.291304111480713,18.790855884552002,17.038696195726274,20.11090631281865,6.651765801426272,0,2.0,gemma-3-4b-it-GGUF,http://127.0.0.1:1234/v1/chat/completions
long_non_programming_summarize_1707t.txt,1703,5,5,80.87512847726173,2.777231284605588,75.90879317098658,82.22810055352095,82.07419242573273,77.42232514172258,84.32793181280087,3.433974494873804,12.62622504234314,0.340900001958366,12.416679859161377,13.226399183273315,12.492151021957397,12.202399821025894,13.050050263660387,2.699936052265252,0,2.0,gemma-3-4b-it-GGUF,http://127.0.0.1:1234/v1/chat/completions
long_programming_debug_complex_1366t.txt,1366,5,5,81.15786046754474,1.2385102235850567,78.99898790453665,82.11331832684489,81.49301805051225,79.61807793131959,82.69764300376988,1.5260508550251157,25.649360561370848,1.5826057187219411,23.53798818588257,26.916036128997803,26.701673984527588,23.6817799948058,27.616941127935895,6.170156620221637,0,2.0,gemma-3-4b-it-GGUF,http://127.0.0.1:1234/v1/chat/completions
long_programming_full_project_2339t.txt,2336,5,5,75.98893675248291,2.442129009107032,72.00807093172119,78.03047368023849,76.85062935292343,72.95275059283465,79.02512291213118,3.2137954727037767,24.997794485092165,8.237814707858707,18.33898901939392,38.339235067367554,22.279537200927734,14.756100083004446,35.23948888717988,32.95416606761633,0,2.0,gemma-3-4b-it-GGUF,http://127.0.0.1:1234/v1/chat/completions
medium_architecture_web_app_106t.txt,103,5,5,91.36660052246978,0.2252690676914583,91.06331423176071,91.56123717387383,91.45756015300609,91.08653389905591,91.64666714588365,0.24655515954767068,16.927686834335326,0.7998647297291905,15.97941517829895,18.128627061843872,16.74659013748169,15.93325197322102,17.922121695449633,4.725186244034138,0,2.0,gemma-3-4b-it-GGUF,http://127.0.0.1:1234/v1/chat/completions
medium_non_programming_explanation_106t.txt,106,5,5,92.08848606146591,0.277997460613479,91.76114964098805,92.48588001416323,92.13035419594713,91.74286466342166,92.43410745951017,0.30188080237080367,11.52509274482727,0.6238307451676253,10.844898700714111,12.521639108657837,11.375186920166016,10.749512803154339,12.300672686500203,5.412804555933964,0,2.0,gemma-3-4b-it-GGUF,http://127.0.0.1:1234/v1/chat/completions
medium_programming_algorithm_102t.txt,102,5,5,91.24327127910234,0.44875503573388853,90.50464392136918,91.5897906679831,91.43981540780005,90.685354877681,91.8011876805237,0.4918226072377437,15.503536033630372,1.7022742955735108,14.107640027999878,18.186912059783936,14.564942121505737,13.387177054693737,17.619895012567007,10.97990995009736,0,2.0,gemma-3-4b-it-GGUF,http://127.0.0.1:1234/v1/chat/completions
medium_programming_debug_122t.txt,122,5,5,91.44549577330373,0.21965397788928176,91.24054488760275,91.77636776598415,91.4683447819674,91.17241013159844,91.71858141500903,0.24020207450546377,13.416984033584594,1.0534793956515054,12.105512857437134,14.927574157714844,13.56381607055664,12.107241776470472,14.726726290698716,7.851834607647282,0,2.0,gemma-3-4b-it-GGUF,http://127.0.0.1:1234/v1/chat/completions
short_architecture_basic_6t.txt,5,5,5,92.45362041268079,0.22289587432003433,92.12765382158786,92.71027906141393,92.47941800531383,92.17650427093338,92.7307365544282,0.24108939522876952,14.32857642173767,0.7853839249458922,13.256350994110107,15.413395881652832,14.248038053512573,13.352144876131948,15.305007967343393,5.481241833308701,0,2.0,gemma-3-4b-it-GGUF,http://127.0.0.1:1234/v1/chat/completions
short_programming_debug_12t.txt,11,5,5,73.1214104102315,3.5494403945069517,67.07663740220809,75.76343480266006,74.20796109386914,68.70855516789563,77.53426565256738,4.854173865894547,1.1901060581207275,0.07334586292409895,1.0733990669250488,1.2671020030975342,1.1993322372436523,1.0989185356568607,1.2812935805845942,6.162968621462017,0,2.0,gemma-3-4b-it-GGUF,http://127.0.0.1:1234/v1/chat/completions
