filename,prompt_token_count,iterations,successful_runs,tokens_per_second_mean,tokens_per_second_std,tokens_per_second_min,tokens_per_second_max,tokens_per_second_median,tokens_per_second_95_ci_lower,tokens_per_second_95_ci_upper,tokens_per_second_cv,response_time_mean,response_time_std,response_time_min,response_time_max,response_time_median,response_time_95_ci_lower,response_time_95_ci_upper,response_time_cv,outliers_detected,outlier_threshold,model,llm_url
extra_long_programming_code_heavy_17947t.txt,17736,5,3,2.5600693387795785,0.5950615649429897,1.873151384818435,2.917883087328414,2.8891735441918867,1.6049754447018052,3.515163232857352,23.243962807142715,722.2761367162069,271.2076711323573,434.5616195201874,973.226197719574,759.0405929088593,286.97867173813574,1157.573601694278,37.54902832113348,0,2.0,llama-3.3-70b-instruct,http://127.0.0.1:1234/v1/chat/completions
extra_long_repo_prompt_44396t.txt,36029,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0774777889251709,0.004914926035244724,0.07242965698242188,0.08482527732849121,0.07602071762084961,0.07136728847730087,0.08358828937304094,6.343658103087617,0,2.0,llama-3.3-70b-instruct,http://127.0.0.1:1234/v1/chat/completions
long_architecture_enterprise_1235t.txt,1214,5,5,4.5364188783492185,0.1015919300723778,4.367734370596455,4.616349460353495,4.572599318003879,4.410114325695592,4.662723431002845,2.239474193118309,511.49030528068545,207.47981449966923,320.8162667751312,822.1653826236725,451.82178807258606,253.54023841643482,769.4403721449361,40.56378241339542,0,2.0,llama-3.3-70b-instruct,http://127.0.0.1:1234/v1/chat/completions
long_non_programming_analysis_1330t.txt,1312,5,5,4.560518788238884,0.1442149098710918,4.302755058776648,4.63397428695119,4.621907297472712,4.381223054175417,4.739814522302351,3.16224790572089,252.51688442230224,18.520008808180204,222.0556128025055,268.5110967159271,259.41671323776245,229.49181317902614,275.54195566557837,7.334166525359094,0,2.0,llama-3.3-70b-instruct,http://127.0.0.1:1234/v1/chat/completions
long_non_programming_summarize_1707t.txt,1703,5,5,4.464549685611957,0.2693917013427796,3.982871790609188,4.595897205990477,4.580887825701461,4.12962743044407,4.799471940779845,6.034017321185978,179.74182167053223,21.975673899609205,146.4349548816681,206.37964487075806,180.77408409118652,152.42048168639514,207.06316165466933,12.22624411801653,0,2.0,llama-3.3-70b-instruct,http://127.0.0.1:1234/v1/chat/completions
long_programming_debug_complex_1366t.txt,1366,5,5,4.527143364895727,0.08994324929203633,4.367023512313158,4.580118503662569,4.565863308113874,4.41532107883471,4.638965650956743,1.9867550471114357,407.67541522979735,31.708368819788777,361.12602734565735,438.05580496788025,403.6476511955261,368.2538653458019,447.0969651137928,7.777846697455497,0,2.0,llama-3.3-70b-instruct,http://127.0.0.1:1234/v1/chat/completions
long_programming_full_project_2339t.txt,2336,5,5,4.323475455408743,0.17805644848167854,4.009634802847589,4.438630246470133,4.383311483523323,4.102106100022447,4.5448448107950385,4.11836380981247,454.4009500026703,125.27293156938988,330.20463585853577,620.7349820137024,413.49869179725647,298.65490235688196,610.1469976484586,27.568809345282773,0,2.0,llama-3.3-70b-instruct,http://127.0.0.1:1234/v1/chat/completions
medium_architecture_web_app_106t.txt,103,5,5,4.762606526828114,0.025892997817287523,4.7243785458341385,4.7958197343865345,4.7636661585684,4.73041495901516,4.794798094641068,0.5436728327530388,360.75611329078674,57.51313064785363,271.4864344596863,425.02944684028625,370.3030273914337,289.2526953223372,432.25953125923627,15.942385597633734,0,2.0,llama-3.3-70b-instruct,http://127.0.0.1:1234/v1/chat/completions
medium_non_programming_explanation_106t.txt,106,5,5,4.827385031648713,0.02404456855141315,4.784386329422435,4.838828077496616,4.838003345666469,4.797491530536251,4.857278532761174,0.4980868191324098,143.72378029823304,1.962298420060575,140.33316445350647,145.30787801742554,144.4564652442932,141.28414533960893,146.16341525685715,1.3653261944465427,0,2.0,llama-3.3-70b-instruct,http://127.0.0.1:1234/v1/chat/completions
medium_programming_algorithm_102t.txt,102,5,5,4.813496469637229,0.020454654479720547,4.783616457879259,4.839544180625375,4.818170319309298,4.788066142819883,4.838926796454576,0.4249437931188951,184.21156549453735,35.60547610106052,138.44279026985168,226.34844875335693,198.57230520248413,139.94492219166955,228.47820879740516,19.328577988832286,0,2.0,llama-3.3-70b-instruct,http://127.0.0.1:1234/v1/chat/completions
medium_programming_debug_122t.txt,122,5,5,4.825969054765665,0.024898212984167695,4.781746430629028,4.840745398220518,4.835613202052948,4.795014256972182,4.856923852559147,0.5159215217010271,147.4015089035034,9.905178562422877,133.45052194595337,160.19251775741577,148.3554756641388,135.08685806076613,159.7161597462407,6.719862392254964,0,2.0,llama-3.3-70b-instruct,http://127.0.0.1:1234/v1/chat/completions
short_architecture_basic_6t.txt,5,5,5,4.837416637933243,0.012692248052393038,4.825789068987726,4.852292784882867,4.830486597719761,4.821636952368807,4.85319632349768,0.2623765741587172,184.1653085231781,32.36331908198967,154.63750076293945,222.96871757507324,172.2393765449524,143.92948923984432,224.4011278065119,17.572972532944004,0,2.0,llama-3.3-70b-instruct,http://127.0.0.1:1234/v1/chat/completions
short_programming_debug_12t.txt,11,5,5,4.849403283303403,0.02114897532937131,4.814118539063572,4.863685901545105,4.860453654716517,4.8231097394544395,4.875696827152366,0.43611500413231613,44.49541864395142,13.345257151321517,25.17955446243286,61.06479859352112,47.496098041534424,27.90387703878244,61.086960249120395,29.99242968834418,0,2.0,llama-3.3-70b-instruct,http://127.0.0.1:1234/v1/chat/completions
