timestamp,model_name,model_size_gb,params_b,backend,threads,test_type,prompt_size,tokens_per_second,std_dev,quantization,hardware_slug,hardware_make,hardware_model,hardware_cpu,hardware_mem_gb,hardware_gpu,environment_os,model_path,rpc_nodes
2025-12-01T07:51:52.600770,Llama-3.3-70B-Instruct-Q8_0,69.82,70.55,"ROCm,RPC",12,tg512,128,2.92,0.0,Q8_0,fw_desktop_ai395,Framework,Desktop,AMD Ryzen AI Max+ 395,128,Radeon 8060S,Fedora 42,/home/alex/.lmstudio/models/lmstudio-community/Llama-3.3-70B-Instruct-GGUF/Llama-3.3-70B-Instruct-Q8_0-00001-of-00002.gguf,1
2025-12-01T08:07:55.522315,Llama-3.3-70B-Instruct-Q8_0,69.82,70.55,"ROCm,RPC",12,tg512,128,2.93,0.0,Q8_0,fw_desktop_ai395,Framework,Desktop,AMD Ryzen AI Max+ 395,128,Radeon 8060S,Fedora 42,/home/alex/.lmstudio/models/lmstudio-community/Llama-3.3-70B-Instruct-GGUF/Llama-3.3-70B-Instruct-Q8_0-00001-of-00002.gguf,1
2025-12-01T08:24:07.918592,Llama-3.3-70B-Instruct-Q8_0,69.82,70.55,"ROCm,RPC",12,tg512,256,2.92,0.0,Q8_0,fw_desktop_ai395,Framework,Desktop,AMD Ryzen AI Max+ 395,128,Radeon 8060S,Fedora 42,/home/alex/.lmstudio/models/lmstudio-community/Llama-3.3-70B-Instruct-GGUF/Llama-3.3-70B-Instruct-Q8_0-00001-of-00002.gguf,1
2025-12-01T08:40:20.254652,Llama-3.3-70B-Instruct-Q8_0,69.82,70.55,"ROCm,RPC",12,tg512,256,2.93,0.0,Q8_0,fw_desktop_ai395,Framework,Desktop,AMD Ryzen AI Max+ 395,128,Radeon 8060S,Fedora 42,/home/alex/.lmstudio/models/lmstudio-community/Llama-3.3-70B-Instruct-GGUF/Llama-3.3-70B-Instruct-Q8_0-00001-of-00002.gguf,1
2025-12-01T08:56:37.163740,Llama-3.3-70B-Instruct-Q8_0,69.82,70.55,"ROCm,RPC",12,tg512,512,2.93,0.0,Q8_0,fw_desktop_ai395,Framework,Desktop,AMD Ryzen AI Max+ 395,128,Radeon 8060S,Fedora 42,/home/alex/.lmstudio/models/lmstudio-community/Llama-3.3-70B-Instruct-GGUF/Llama-3.3-70B-Instruct-Q8_0-00001-of-00002.gguf,1
2025-12-01T09:12:53.745036,Llama-3.3-70B-Instruct-Q8_0,69.82,70.55,"ROCm,RPC",12,tg512,512,2.93,0.0,Q8_0,fw_desktop_ai395,Framework,Desktop,AMD Ryzen AI Max+ 395,128,Radeon 8060S,Fedora 42,/home/alex/.lmstudio/models/lmstudio-community/Llama-3.3-70B-Instruct-GGUF/Llama-3.3-70B-Instruct-Q8_0-00001-of-00002.gguf,1
2025-12-01T09:29:26.331815,Llama-3.3-70B-Instruct-Q8_0,69.82,70.55,"ROCm,RPC",12,tg512,1024,2.93,0.0,Q8_0,fw_desktop_ai395,Framework,Desktop,AMD Ryzen AI Max+ 395,128,Radeon 8060S,Fedora 42,/home/alex/.lmstudio/models/lmstudio-community/Llama-3.3-70B-Instruct-GGUF/Llama-3.3-70B-Instruct-Q8_0-00001-of-00002.gguf,1
2025-12-01T09:46:02.168957,Llama-3.3-70B-Instruct-Q8_0,69.82,70.55,"ROCm,RPC",12,tg512,1024,2.93,0.0,Q8_0,fw_desktop_ai395,Framework,Desktop,AMD Ryzen AI Max+ 395,128,Radeon 8060S,Fedora 42,/home/alex/.lmstudio/models/lmstudio-community/Llama-3.3-70B-Instruct-GGUF/Llama-3.3-70B-Instruct-Q8_0-00001-of-00002.gguf,1
2025-12-01T10:03:12.355152,Llama-3.3-70B-Instruct-Q8_0,69.82,70.55,"ROCm,RPC",12,tg512,2048,2.93,0.0,Q8_0,fw_desktop_ai395,Framework,Desktop,AMD Ryzen AI Max+ 395,128,Radeon 8060S,Fedora 42,/home/alex/.lmstudio/models/lmstudio-community/Llama-3.3-70B-Instruct-GGUF/Llama-3.3-70B-Instruct-Q8_0-00001-of-00002.gguf,1
2025-12-01T10:20:23.951472,Llama-3.3-70B-Instruct-Q8_0,69.82,70.55,"ROCm,RPC",12,tg512,2048,2.93,0.0,Q8_0,fw_desktop_ai395,Framework,Desktop,AMD Ryzen AI Max+ 395,128,Radeon 8060S,Fedora 42,/home/alex/.lmstudio/models/lmstudio-community/Llama-3.3-70B-Instruct-GGUF/Llama-3.3-70B-Instruct-Q8_0-00001-of-00002.gguf,1
2025-12-01T10:38:54.639359,Llama-3.3-70B-Instruct-Q8_0,69.82,70.55,"ROCm,RPC",12,tg512,4096,2.92,0.0,Q8_0,fw_desktop_ai395,Framework,Desktop,AMD Ryzen AI Max+ 395,128,Radeon 8060S,Fedora 42,/home/alex/.lmstudio/models/lmstudio-community/Llama-3.3-70B-Instruct-GGUF/Llama-3.3-70B-Instruct-Q8_0-00001-of-00002.gguf,1
2025-12-01T10:57:23.328512,Llama-3.3-70B-Instruct-Q8_0,69.82,70.55,"ROCm,RPC",12,tg512,4096,2.93,0.0,Q8_0,fw_desktop_ai395,Framework,Desktop,AMD Ryzen AI Max+ 395,128,Radeon 8060S,Fedora 42,/home/alex/.lmstudio/models/lmstudio-community/Llama-3.3-70B-Instruct-GGUF/Llama-3.3-70B-Instruct-Q8_0-00001-of-00002.gguf,1
2025-12-01T11:18:57.810579,Llama-3.3-70B-Instruct-Q8_0,69.82,70.55,"ROCm,RPC",12,tg512,8192,2.93,0.0,Q8_0,fw_desktop_ai395,Framework,Desktop,AMD Ryzen AI Max+ 395,128,Radeon 8060S,Fedora 42,/home/alex/.lmstudio/models/lmstudio-community/Llama-3.3-70B-Instruct-GGUF/Llama-3.3-70B-Instruct-Q8_0-00001-of-00002.gguf,1
2025-12-01T11:40:34.270370,Llama-3.3-70B-Instruct-Q8_0,69.82,70.55,"ROCm,RPC",12,tg512,8192,2.93,0.0,Q8_0,fw_desktop_ai395,Framework,Desktop,AMD Ryzen AI Max+ 395,128,Radeon 8060S,Fedora 42,/home/alex/.lmstudio/models/lmstudio-community/Llama-3.3-70B-Instruct-GGUF/Llama-3.3-70B-Instruct-Q8_0-00001-of-00002.gguf,1
