timestamp,model_name,model_size_gb,params_b,backend,threads,test_type,prompt_size,tokens_per_second,std_dev,quantization,hardware_slug,hardware_make,hardware_model,hardware_cpu,hardware_mem_gb,hardware_gpu,environment_os,model_path,rpc_nodes
2025-11-18T13:24:13.717884,MiniMax-M2-UD-Q6_K_XL,180.94,228.69,"ROCm,RPC",12,pp128,128,90.98,0.76,Q6_K_XL,fw_desktop_ai395x1,Framework,Desktop,AMD Ryzen AI Max+ 395,128,Radeon 8060S,Fedora 42,/mnt/external/models/unsloth/MiniMax-M2/MiniMax-M2-UD-Q6_K_XL-00001-of-00004.gguf,2
2025-11-18T13:30:47.777624,MiniMax-M2-UD-Q6_K_XL,180.94,228.69,"ROCm,RPC",12,pp128,128,90.44,0.92,Q6_K_XL,fw_desktop_ai395x1,Framework,Desktop,AMD Ryzen AI Max+ 395,128,Radeon 8060S,Fedora 42,/mnt/external/models/unsloth/MiniMax-M2/MiniMax-M2-UD-Q6_K_XL-00001-of-00004.gguf,2
2025-11-18T13:37:28.562399,MiniMax-M2-UD-Q6_K_XL,180.94,228.69,"ROCm,RPC",12,pp256,256,120.51,0.39,Q6_K_XL,fw_desktop_ai395x1,Framework,Desktop,AMD Ryzen AI Max+ 395,128,Radeon 8060S,Fedora 42,/mnt/external/models/unsloth/MiniMax-M2/MiniMax-M2-UD-Q6_K_XL-00001-of-00004.gguf,2
2025-11-18T13:44:10.036924,MiniMax-M2-UD-Q6_K_XL,180.94,228.69,"ROCm,RPC",12,pp256,256,120.66,1.08,Q6_K_XL,fw_desktop_ai395x1,Framework,Desktop,AMD Ryzen AI Max+ 395,128,Radeon 8060S,Fedora 42,/mnt/external/models/unsloth/MiniMax-M2/MiniMax-M2-UD-Q6_K_XL-00001-of-00004.gguf,2
2025-11-18T13:50:57.665777,MiniMax-M2-UD-Q6_K_XL,180.94,228.69,"ROCm,RPC",12,pp512,512,166.53,1.06,Q6_K_XL,fw_desktop_ai395x1,Framework,Desktop,AMD Ryzen AI Max+ 395,128,Radeon 8060S,Fedora 42,/mnt/external/models/unsloth/MiniMax-M2/MiniMax-M2-UD-Q6_K_XL-00001-of-00004.gguf,2
2025-11-18T13:57:44.277279,MiniMax-M2-UD-Q6_K_XL,180.94,228.69,"ROCm,RPC",12,pp512,512,167.18,0.96,Q6_K_XL,fw_desktop_ai395x1,Framework,Desktop,AMD Ryzen AI Max+ 395,128,Radeon 8060S,Fedora 42,/mnt/external/models/unsloth/MiniMax-M2/MiniMax-M2-UD-Q6_K_XL-00001-of-00004.gguf,2
2025-11-18T14:04:50.665201,MiniMax-M2-UD-Q6_K_XL,180.94,228.69,"ROCm,RPC",12,pp1024,1024,165.94,0.95,Q6_K_XL,fw_desktop_ai395x1,Framework,Desktop,AMD Ryzen AI Max+ 395,128,Radeon 8060S,Fedora 42,/mnt/external/models/unsloth/MiniMax-M2/MiniMax-M2-UD-Q6_K_XL-00001-of-00004.gguf,2
2025-11-18T14:11:55.654656,MiniMax-M2-UD-Q6_K_XL,180.94,228.69,"ROCm,RPC",12,pp1024,1024,166.06,1.07,Q6_K_XL,fw_desktop_ai395x1,Framework,Desktop,AMD Ryzen AI Max+ 395,128,Radeon 8060S,Fedora 42,/mnt/external/models/unsloth/MiniMax-M2/MiniMax-M2-UD-Q6_K_XL-00001-of-00004.gguf,2
2025-11-18T14:19:38.696942,MiniMax-M2-UD-Q6_K_XL,180.94,228.69,"ROCm,RPC",12,pp2048,2048,162.12,0.92,Q6_K_XL,fw_desktop_ai395x1,Framework,Desktop,AMD Ryzen AI Max+ 395,128,Radeon 8060S,Fedora 42,/mnt/external/models/unsloth/MiniMax-M2/MiniMax-M2-UD-Q6_K_XL-00001-of-00004.gguf,2
2025-11-18T14:27:19.667601,MiniMax-M2-UD-Q6_K_XL,180.94,228.69,"ROCm,RPC",12,pp2048,2048,162.55,0.61,Q6_K_XL,fw_desktop_ai395x1,Framework,Desktop,AMD Ryzen AI Max+ 395,128,Radeon 8060S,Fedora 42,/mnt/external/models/unsloth/MiniMax-M2/MiniMax-M2-UD-Q6_K_XL-00001-of-00004.gguf,2
2025-11-18T14:36:25.105546,MiniMax-M2-UD-Q6_K_XL,180.94,228.69,"ROCm,RPC",12,pp4096,4096,155.24,0.24,Q6_K_XL,fw_desktop_ai395x1,Framework,Desktop,AMD Ryzen AI Max+ 395,128,Radeon 8060S,Fedora 42,/mnt/external/models/unsloth/MiniMax-M2/MiniMax-M2-UD-Q6_K_XL-00001-of-00004.gguf,2
2025-11-18T14:45:35.120045,MiniMax-M2-UD-Q6_K_XL,180.94,228.69,"ROCm,RPC",12,pp4096,4096,154.31,0.76,Q6_K_XL,fw_desktop_ai395x1,Framework,Desktop,AMD Ryzen AI Max+ 395,128,Radeon 8060S,Fedora 42,/mnt/external/models/unsloth/MiniMax-M2/MiniMax-M2-UD-Q6_K_XL-00001-of-00004.gguf,2
