timestamp,model_name,model_size_gb,params_b,backend,threads,test_type,prompt_size,tokens_per_second,std_dev,quantization,hardware_slug,hardware_make,hardware_model,hardware_cpu,hardware_mem_gb,hardware_gpu,environment_os,model_path,rpc_nodes
2025-11-18T13:24:13.717884,MiniMax-M2-UD-Q6_K_XL,180.94,228.69,"ROCm,RPC",12,tg512,128,15.16,0.05,Q6_K_XL,fw_desktop_ai395x1,Framework,Desktop,AMD Ryzen AI Max+ 395,128,Radeon 8060S,Fedora 42,/mnt/external/models/unsloth/MiniMax-M2/MiniMax-M2-UD-Q6_K_XL-00001-of-00004.gguf,2
2025-11-18T13:30:47.777624,MiniMax-M2-UD-Q6_K_XL,180.94,228.69,"ROCm,RPC",12,tg512,128,15.27,0.02,Q6_K_XL,fw_desktop_ai395x1,Framework,Desktop,AMD Ryzen AI Max+ 395,128,Radeon 8060S,Fedora 42,/mnt/external/models/unsloth/MiniMax-M2/MiniMax-M2-UD-Q6_K_XL-00001-of-00004.gguf,2
2025-11-18T13:37:28.562399,MiniMax-M2-UD-Q6_K_XL,180.94,228.69,"ROCm,RPC",12,tg512,256,14.96,0.02,Q6_K_XL,fw_desktop_ai395x1,Framework,Desktop,AMD Ryzen AI Max+ 395,128,Radeon 8060S,Fedora 42,/mnt/external/models/unsloth/MiniMax-M2/MiniMax-M2-UD-Q6_K_XL-00001-of-00004.gguf,2
2025-11-18T13:44:10.036924,MiniMax-M2-UD-Q6_K_XL,180.94,228.69,"ROCm,RPC",12,tg512,256,15.0,0.04,Q6_K_XL,fw_desktop_ai395x1,Framework,Desktop,AMD Ryzen AI Max+ 395,128,Radeon 8060S,Fedora 42,/mnt/external/models/unsloth/MiniMax-M2/MiniMax-M2-UD-Q6_K_XL-00001-of-00004.gguf,2
2025-11-18T13:50:57.665777,MiniMax-M2-UD-Q6_K_XL,180.94,228.69,"ROCm,RPC",12,tg512,512,14.89,0.06,Q6_K_XL,fw_desktop_ai395x1,Framework,Desktop,AMD Ryzen AI Max+ 395,128,Radeon 8060S,Fedora 42,/mnt/external/models/unsloth/MiniMax-M2/MiniMax-M2-UD-Q6_K_XL-00001-of-00004.gguf,2
2025-11-18T13:57:44.277279,MiniMax-M2-UD-Q6_K_XL,180.94,228.69,"ROCm,RPC",12,tg512,512,15.05,0.04,Q6_K_XL,fw_desktop_ai395x1,Framework,Desktop,AMD Ryzen AI Max+ 395,128,Radeon 8060S,Fedora 42,/mnt/external/models/unsloth/MiniMax-M2/MiniMax-M2-UD-Q6_K_XL-00001-of-00004.gguf,2
2025-11-18T14:04:50.665201,MiniMax-M2-UD-Q6_K_XL,180.94,228.69,"ROCm,RPC",12,tg512,1024,14.86,0.04,Q6_K_XL,fw_desktop_ai395x1,Framework,Desktop,AMD Ryzen AI Max+ 395,128,Radeon 8060S,Fedora 42,/mnt/external/models/unsloth/MiniMax-M2/MiniMax-M2-UD-Q6_K_XL-00001-of-00004.gguf,2
2025-11-18T14:11:55.654656,MiniMax-M2-UD-Q6_K_XL,180.94,228.69,"ROCm,RPC",12,tg512,1024,15.07,0.08,Q6_K_XL,fw_desktop_ai395x1,Framework,Desktop,AMD Ryzen AI Max+ 395,128,Radeon 8060S,Fedora 42,/mnt/external/models/unsloth/MiniMax-M2/MiniMax-M2-UD-Q6_K_XL-00001-of-00004.gguf,2
2025-11-18T14:19:38.696942,MiniMax-M2-UD-Q6_K_XL,180.94,228.69,"ROCm,RPC",12,tg512,2048,15.04,0.05,Q6_K_XL,fw_desktop_ai395x1,Framework,Desktop,AMD Ryzen AI Max+ 395,128,Radeon 8060S,Fedora 42,/mnt/external/models/unsloth/MiniMax-M2/MiniMax-M2-UD-Q6_K_XL-00001-of-00004.gguf,2
2025-11-18T14:27:19.667601,MiniMax-M2-UD-Q6_K_XL,180.94,228.69,"ROCm,RPC",12,tg512,2048,15.3,0.03,Q6_K_XL,fw_desktop_ai395x1,Framework,Desktop,AMD Ryzen AI Max+ 395,128,Radeon 8060S,Fedora 42,/mnt/external/models/unsloth/MiniMax-M2/MiniMax-M2-UD-Q6_K_XL-00001-of-00004.gguf,2
2025-11-18T14:36:25.105546,MiniMax-M2-UD-Q6_K_XL,180.94,228.69,"ROCm,RPC",12,tg512,4096,15.08,0.05,Q6_K_XL,fw_desktop_ai395x1,Framework,Desktop,AMD Ryzen AI Max+ 395,128,Radeon 8060S,Fedora 42,/mnt/external/models/unsloth/MiniMax-M2/MiniMax-M2-UD-Q6_K_XL-00001-of-00004.gguf,2
2025-11-18T14:45:35.120045,MiniMax-M2-UD-Q6_K_XL,180.94,228.69,"ROCm,RPC",12,tg512,4096,14.86,0.04,Q6_K_XL,fw_desktop_ai395x1,Framework,Desktop,AMD Ryzen AI Max+ 395,128,Radeon 8060S,Fedora 42,/mnt/external/models/unsloth/MiniMax-M2/MiniMax-M2-UD-Q6_K_XL-00001-of-00004.gguf,2
