filename,prompt_token_count,iterations,successful_runs,tokens_per_second_mean,tokens_per_second_std,tokens_per_second_min,tokens_per_second_max,tokens_per_second_median,tokens_per_second_95_ci_lower,tokens_per_second_95_ci_upper,tokens_per_second_cv,response_time_mean,response_time_std,response_time_min,response_time_max,response_time_median,response_time_95_ci_lower,response_time_95_ci_upper,response_time_cv,outliers_detected,outlier_threshold,model,llm_url,base_model,quantization,backend,runtime,hardware_slug,hardware_make,hardware_model,hardware_cpu,hardware_mem_gb,hardware_gpu,environment_os,schema_version
extra_long_programming_code_heavy_17947t.txt,17736,5,3,25.69165212786016,3.358830794567368,23.3158169125018,29.534433117830673,24.224706353248003,20.30061534759183,31.08268890812849,13.073627098216212,408.22705300649005,225.8364062774259,149.72354412078855,567.211522102356,507.7460927963257,45.75199932578113,770.7021066871989,55.32127393669708,0,2.0,qwen3-coder-30b-a3b-instruct-mlx@4bit,http://127.0.0.1:1234/v1/chat/completions,qwen3-coder-30b,int4,mlx,lmstudio,m4pro,Apple,MacBook Pro M4 Pro,Apple M4 Pro,64,Apple M4 Pro GPU,macOS,3
extra_long_repo_prompt_44396t.txt,36029,5,5,10.31741312163834,1.3842851148128064,7.916122193417584,11.262222891652035,10.68668860594862,8.59639539860717,12.038430844669508,13.416978640795096,394.63280191421507,268.98871022763245,99.1811306476593,725.1025009155273,454.3970708847046,60.21156697978273,729.0540368486475,68.16177188588215,0,2.0,qwen3-coder-30b-a3b-instruct-mlx@4bit,http://127.0.0.1:1234/v1/chat/completions,qwen3-coder-30b,int4,mlx,lmstudio,m4pro,Apple,MacBook Pro M4 Pro,Apple M4 Pro,64,Apple M4 Pro GPU,macOS,3
long_architecture_enterprise_1235t.txt,1214,5,5,68.46240225264296,1.5881355425688592,66.72763511270182,70.54753753617808,68.42581601601069,66.48794671159185,70.43685779369407,2.319719277024858,73.09435472488403,13.580616967161507,56.047314167022705,92.46543788909912,75.53494572639465,56.21020113536618,89.97850831440188,18.57957022574024,0,2.0,qwen3-coder-30b-a3b-instruct-mlx@4bit,http://127.0.0.1:1234/v1/chat/completions,qwen3-coder-30b,int4,mlx,lmstudio,m4pro,Apple,MacBook Pro M4 Pro,Apple M4 Pro,64,Apple M4 Pro GPU,macOS,3
long_non_programming_analysis_1330t.txt,1312,5,5,69.72634604985106,1.7063728466796408,68.20528712287319,71.661862463736,68.89729398138304,67.60489153169571,71.8478005680064,2.4472426039070863,55.96888008117675,15.662668299254936,43.89729118347168,73.83591818809509,45.517027139663696,36.49620827062898,75.44155189172453,27.984601936894123,0,2.0,qwen3-coder-30b-a3b-instruct-mlx@4bit,http://127.0.0.1:1234/v1/chat/completions,qwen3-coder-30b,int4,mlx,lmstudio,m4pro,Apple,MacBook Pro M4 Pro,Apple M4 Pro,64,Apple M4 Pro GPU,macOS,3
long_non_programming_summarize_1707t.txt,1703,5,5,73.68834256251266,4.014122454430661,66.51190811143064,75.62835038339827,75.46324995431469,68.69776958548057,78.67891553954475,5.447432137621125,11.284603881835938,7.2569850507723155,6.386493921279907,24.14605212211609,8.746670246124268,2.2623296736499157,20.30687809002196,64.30872653362155,0,2.0,qwen3-coder-30b-a3b-instruct-mlx@4bit,http://127.0.0.1:1234/v1/chat/completions,qwen3-coder-30b,int4,mlx,lmstudio,m4pro,Apple,MacBook Pro M4 Pro,Apple M4 Pro,64,Apple M4 Pro GPU,macOS,3
long_programming_debug_complex_1366t.txt,1366,5,5,69.36889127710887,1.0308413220505417,68.02620121313132,70.69262255218138,69.4082384937303,68.08729389092173,70.65048866329602,1.4860282513852288,58.216716814041135,6.2723499542648735,50.91054582595825,67.45697712898254,55.95614409446716,50.418593926760536,66.01483970132173,10.77413893727525,0,2.0,qwen3-coder-30b-a3b-instruct-mlx@4bit,http://127.0.0.1:1234/v1/chat/completions,qwen3-coder-30b,int4,mlx,lmstudio,m4pro,Apple,MacBook Pro M4 Pro,Apple M4 Pro,64,Apple M4 Pro GPU,macOS,3
long_programming_full_project_2339t.txt,2336,5,5,54.731201997021174,6.685164710087073,46.59792130496832,63.74665805004729,54.43228151231131,46.4198455977304,63.04255839631195,12.214540273482251,222.1627052307129,111.55288788561045,90.07531023025513,367.162300825119,221.32087182998657,83.47415396907033,360.85125649235545,50.21224771716941,0,2.0,qwen3-coder-30b-a3b-instruct-mlx@4bit,http://127.0.0.1:1234/v1/chat/completions,qwen3-coder-30b,int4,mlx,lmstudio,m4pro,Apple,MacBook Pro M4 Pro,Apple M4 Pro,64,Apple M4 Pro GPU,macOS,3
medium_architecture_web_app_106t.txt,103,5,5,71.82079695478181,2.7228108806722826,67.96616776370311,74.79584831069509,72.46361070583907,68.43565199298484,75.20594191657878,3.791117609550556,79.74379119873046,21.080969449206165,57.93102288246155,109.42208814620972,74.49256181716919,53.53479591839863,105.9527864790623,26.43587561151943,0,2.0,qwen3-coder-30b-a3b-instruct-mlx@4bit,http://127.0.0.1:1234/v1/chat/completions,qwen3-coder-30b,int4,mlx,lmstudio,m4pro,Apple,MacBook Pro M4 Pro,Apple M4 Pro,64,Apple M4 Pro GPU,macOS,3
medium_non_programming_explanation_106t.txt,106,5,5,84.15459550683545,1.5494001013514322,81.38777795847314,84.96375280997987,84.79082914578326,82.22829795009787,86.08089306357303,1.8411354626802077,10.228992462158203,0.5476061633974292,9.645182847976685,10.968167304992676,10.227890968322754,9.548179021080696,10.90980590323571,5.353471179329527,0,2.0,qwen3-coder-30b-a3b-instruct-mlx@4bit,http://127.0.0.1:1234/v1/chat/completions,qwen3-coder-30b,int4,mlx,lmstudio,m4pro,Apple,MacBook Pro M4 Pro,Apple M4 Pro,64,Apple M4 Pro GPU,macOS,3
medium_programming_algorithm_102t.txt,102,5,5,78.70691530138168,0.5120271089766841,77.88106461451768,79.17806503137574,78.72317322288154,78.07033565475271,79.34349494801066,0.6505490743933343,35.46113052368164,3.309323249460528,30.955543041229248,40.2280068397522,35.22797703742981,31.346801833286925,39.57545921407635,9.332255347162429,0,2.0,qwen3-coder-30b-a3b-instruct-mlx@4bit,http://127.0.0.1:1234/v1/chat/completions,qwen3-coder-30b,int4,mlx,lmstudio,m4pro,Apple,MacBook Pro M4 Pro,Apple M4 Pro,64,Apple M4 Pro GPU,macOS,3
