timestamp,model_name,model_size_gb,params_b,test_type,prompt_size,tokens_per_second,std_dev,quantization,hardware_slug,hardware_make,hardware_model,hardware_cpu,hardware_mem_gb,hardware_gpu,environment_os,model_path
2025-11-17T17:43:24.163562,Qwen3-Coder-30B-A3B-Instruct-MLX-4bit,16.01017401739955,24.015261026099324,tg512,1024,57.48154267662974,0.0,4bit,mbp_m5,Apple,MacBook Pro,M5,32,M5,macOS Tahoe,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-MLX-4bit
2025-11-17T17:43:24.163562,Qwen3-Coder-30B-A3B-Instruct-MLX-4bit,16.01017401739955,24.015261026099324,tg512,1024,57.26424850681168,0.0,4bit,mbp_m5,Apple,MacBook Pro,M5,32,M5,macOS Tahoe,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-MLX-4bit
2025-11-17T17:43:24.163562,Qwen3-Coder-30B-A3B-Instruct-MLX-4bit,16.01017401739955,24.015261026099324,tg512,1024,57.51545196856737,0.0,4bit,mbp_m5,Apple,MacBook Pro,M5,32,M5,macOS Tahoe,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-MLX-4bit
2025-11-17T17:43:24.163562,Qwen3-Coder-30B-A3B-Instruct-MLX-4bit,16.01017401739955,24.015261026099324,tg512,2048,53.87657781801485,0.0,4bit,mbp_m5,Apple,MacBook Pro,M5,32,M5,macOS Tahoe,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-MLX-4bit
2025-11-17T17:43:24.163562,Qwen3-Coder-30B-A3B-Instruct-MLX-4bit,16.01017401739955,24.015261026099324,tg512,2048,53.42601429594003,0.0,4bit,mbp_m5,Apple,MacBook Pro,M5,32,M5,macOS Tahoe,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-MLX-4bit
2025-11-17T17:43:24.163562,Qwen3-Coder-30B-A3B-Instruct-MLX-4bit,16.01017401739955,24.015261026099324,tg512,2048,54.437912498659635,0.0,4bit,mbp_m5,Apple,MacBook Pro,M5,32,M5,macOS Tahoe,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-MLX-4bit
2025-11-17T17:43:24.163562,Qwen3-Coder-30B-A3B-Instruct-MLX-4bit,16.01017401739955,24.015261026099324,tg512,2048,54.1967958055121,0.0,4bit,mbp_m5,Apple,MacBook Pro,M5,32,M5,macOS Tahoe,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-MLX-4bit
2025-11-17T17:43:24.163562,Qwen3-Coder-30B-A3B-Instruct-MLX-4bit,16.01017401739955,24.015261026099324,tg512,2048,54.00336867909018,0.0,4bit,mbp_m5,Apple,MacBook Pro,M5,32,M5,macOS Tahoe,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-MLX-4bit
2025-11-17T17:43:24.163562,Qwen3-Coder-30B-A3B-Instruct-MLX-4bit,16.01017401739955,24.015261026099324,tg512,4096,48.06504540485938,0.0,4bit,mbp_m5,Apple,MacBook Pro,M5,32,M5,macOS Tahoe,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-MLX-4bit
2025-11-17T17:43:24.163562,Qwen3-Coder-30B-A3B-Instruct-MLX-4bit,16.01017401739955,24.015261026099324,tg512,4096,47.97234698726452,0.0,4bit,mbp_m5,Apple,MacBook Pro,M5,32,M5,macOS Tahoe,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-MLX-4bit
2025-11-17T17:43:24.163562,Qwen3-Coder-30B-A3B-Instruct-MLX-4bit,16.01017401739955,24.015261026099324,tg512,4096,47.87687992592192,0.0,4bit,mbp_m5,Apple,MacBook Pro,M5,32,M5,macOS Tahoe,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-MLX-4bit
2025-11-17T17:43:24.163562,Qwen3-Coder-30B-A3B-Instruct-MLX-4bit,16.01017401739955,24.015261026099324,tg512,4096,48.1703591425391,0.0,4bit,mbp_m5,Apple,MacBook Pro,M5,32,M5,macOS Tahoe,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-MLX-4bit
2025-11-17T17:43:24.163562,Qwen3-Coder-30B-A3B-Instruct-MLX-4bit,16.01017401739955,24.015261026099324,tg512,4096,47.99464333238364,0.0,4bit,mbp_m5,Apple,MacBook Pro,M5,32,M5,macOS Tahoe,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-MLX-4bit
2025-11-17T17:43:24.163562,Qwen3-Coder-30B-A3B-Instruct-MLX-4bit,16.01017401739955,24.015261026099324,tg512,8192,24.429061446854856,0.0,4bit,mbp_m5,Apple,MacBook Pro,M5,32,M5,macOS Tahoe,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-MLX-4bit
2025-11-17T17:43:24.163562,Qwen3-Coder-30B-A3B-Instruct-MLX-4bit,16.01017401739955,24.015261026099324,tg512,8192,24.423185063473753,0.0,4bit,mbp_m5,Apple,MacBook Pro,M5,32,M5,macOS Tahoe,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-MLX-4bit
2025-11-17T17:43:24.163562,Qwen3-Coder-30B-A3B-Instruct-MLX-4bit,16.01017401739955,24.015261026099324,tg512,8192,24.40673174041496,0.0,4bit,mbp_m5,Apple,MacBook Pro,M5,32,M5,macOS Tahoe,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-MLX-4bit
2025-11-17T17:43:24.163562,Qwen3-Coder-30B-A3B-Instruct-MLX-4bit,16.01017401739955,24.015261026099324,tg512,8192,24.425192067638108,0.0,4bit,mbp_m5,Apple,MacBook Pro,M5,32,M5,macOS Tahoe,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-MLX-4bit
2025-11-17T17:43:24.163562,Qwen3-Coder-30B-A3B-Instruct-MLX-4bit,16.01017401739955,24.015261026099324,tg512,8192,24.414349557666597,0.0,4bit,mbp_m5,Apple,MacBook Pro,M5,32,M5,macOS Tahoe,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-MLX-4bit
2025-11-17T17:43:24.163562,Qwen3-Coder-30B-A3B-Instruct-MLX-4bit,16.01017401739955,24.015261026099324,tg512,16384,12.28171374098948,0.0,4bit,mbp_m5,Apple,MacBook Pro,M5,32,M5,macOS Tahoe,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-MLX-4bit
2025-11-17T17:43:24.163562,Qwen3-Coder-30B-A3B-Instruct-MLX-4bit,16.01017401739955,24.015261026099324,tg512,16384,12.346354260840075,0.0,4bit,mbp_m5,Apple,MacBook Pro,M5,32,M5,macOS Tahoe,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-MLX-4bit
2025-11-17T17:43:24.163562,Qwen3-Coder-30B-A3B-Instruct-MLX-4bit,16.01017401739955,24.015261026099324,tg512,16384,12.340407423995067,0.0,4bit,mbp_m5,Apple,MacBook Pro,M5,32,M5,macOS Tahoe,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-MLX-4bit
2025-11-17T17:43:24.163562,Qwen3-Coder-30B-A3B-Instruct-MLX-4bit,16.01017401739955,24.015261026099324,tg512,16384,12.335504425449761,0.0,4bit,mbp_m5,Apple,MacBook Pro,M5,32,M5,macOS Tahoe,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-MLX-4bit
2025-11-17T17:43:24.163562,Qwen3-Coder-30B-A3B-Instruct-MLX-4bit,16.01017401739955,24.015261026099324,tg512,16384,12.335528162656049,0.0,4bit,mbp_m5,Apple,MacBook Pro,M5,32,M5,macOS Tahoe,/Users/alex/.cache/lm-studio/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-MLX-4bit
