timestamp,filename,iteration,prompt_token_count,response_time,success,response_token_count,tokens_per_second,model,llm_url,base_model,quantization,hardware,backend,runtime,hardware_slug,hardware_make,hardware_model,hardware_cpu,hardware_mem_gb,hardware_gpu,environment_os,schema_version
2025-08-09T08:37:06.684739,extra_long_programming_code_heavy_17947t.txt,1,17736,590.6932549476624,True,9368,15.85933125447664,qwen3-coder-30b-a3b-instruct@q8_0,http://127.0.0.1:1234/v1/chat/completions,qwen3-coder-30b,int8,linux_x86_64,vulkan,lmstudio,fw_desktop_ai395,Framework,Framework Desktop,AMD Ryzen AI 9 HX 395,16,AMD Radeon 890M,Linux,3
2025-08-09T08:44:36.178725,extra_long_programming_code_heavy_17947t.txt,2,17736,447.4929060935974,True,8463,18.912031642865603,qwen3-coder-30b-a3b-instruct@q8_0,http://127.0.0.1:1234/v1/chat/completions,qwen3-coder-30b,int8,linux_x86_64,vulkan,lmstudio,fw_desktop_ai395,Framework,Framework Desktop,AMD Ryzen AI 9 HX 395,16,AMD Radeon 890M,Linux,3
2025-08-09T08:51:59.846400,extra_long_programming_code_heavy_17947t.txt,3,17736,441.6667354106903,True,8366,18.941883844208352,qwen3-coder-30b-a3b-instruct@q8_0,http://127.0.0.1:1234/v1/chat/completions,qwen3-coder-30b,int8,linux_x86_64,vulkan,lmstudio,fw_desktop_ai395,Framework,Framework Desktop,AMD Ryzen AI 9 HX 395,16,AMD Radeon 890M,Linux,3
2025-08-09T08:58:32.854385,extra_long_programming_code_heavy_17947t.txt,4,17736,391.0073962211609,True,7508,19.201682813573527,qwen3-coder-30b-a3b-instruct@q8_0,http://127.0.0.1:1234/v1/chat/completions,qwen3-coder-30b,int8,linux_x86_64,vulkan,lmstudio,fw_desktop_ai395,Framework,Framework Desktop,AMD Ryzen AI 9 HX 395,16,AMD Radeon 890M,Linux,3
2025-08-09T09:07:27.361150,extra_long_programming_code_heavy_17947t.txt,5,17736,532.5050992965698,True,9862,18.520010443144177,qwen3-coder-30b-a3b-instruct@q8_0,http://127.0.0.1:1234/v1/chat/completions,qwen3-coder-30b,int8,linux_x86_64,vulkan,lmstudio,fw_desktop_ai395,Framework,Framework Desktop,AMD Ryzen AI 9 HX 395,16,AMD Radeon 890M,Linux,3
2025-08-09T09:17:24.244417,extra_long_repo_prompt_44396t.txt,1,36029,591.8714609146118,True,2240,3.784605523196802,qwen3-coder-30b-a3b-instruct@q8_0,http://127.0.0.1:1234/v1/chat/completions,qwen3-coder-30b,int8,linux_x86_64,vulkan,lmstudio,fw_desktop_ai395,Framework,Framework Desktop,AMD Ryzen AI 9 HX 395,16,AMD Radeon 890M,Linux,3
2025-08-09T09:24:08.717884,extra_long_repo_prompt_44396t.txt,2,36029,402.47204422950745,True,4315,10.721241541783694,qwen3-coder-30b-a3b-instruct@q8_0,http://127.0.0.1:1234/v1/chat/completions,qwen3-coder-30b,int8,linux_x86_64,vulkan,lmstudio,fw_desktop_ai395,Framework,Framework Desktop,AMD Ryzen AI 9 HX 395,16,AMD Radeon 890M,Linux,3
2025-08-09T09:30:57.609791,extra_long_repo_prompt_44396t.txt,3,36029,406.89058089256287,True,4362,10.720326802432815,qwen3-coder-30b-a3b-instruct@q8_0,http://127.0.0.1:1234/v1/chat/completions,qwen3-coder-30b,int8,linux_x86_64,vulkan,lmstudio,fw_desktop_ai395,Framework,Framework Desktop,AMD Ryzen AI 9 HX 395,16,AMD Radeon 890M,Linux,3
2025-08-09T09:34:15.175677,extra_long_repo_prompt_44396t.txt,4,36029,195.5646002292633,True,2133,10.906881907561246,qwen3-coder-30b-a3b-instruct@q8_0,http://127.0.0.1:1234/v1/chat/completions,qwen3-coder-30b,int8,linux_x86_64,vulkan,lmstudio,fw_desktop_ai395,Framework,Framework Desktop,AMD Ryzen AI 9 HX 395,16,AMD Radeon 890M,Linux,3
2025-08-09T09:39:04.473377,extra_long_repo_prompt_44396t.txt,5,36029,287.2964668273926,True,3112,10.83201625960018,qwen3-coder-30b-a3b-instruct@q8_0,http://127.0.0.1:1234/v1/chat/completions,qwen3-coder-30b,int8,linux_x86_64,vulkan,lmstudio,fw_desktop_ai395,Framework,Framework Desktop,AMD Ryzen AI 9 HX 395,16,AMD Radeon 890M,Linux,3
